,year_id,draft_round,draft_pick,player,pos,draft_age,year_min,year_max,all_pros_first_team,pro_bowls,years_as_primary_starter,career_av,g,gs,qb_rec,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,rec,rec_yds,rec_td,def_int,sacks,college_id,college_link,team,order,player_link
0,2016,1,29,Robert Nkemdiche,DT,21,,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi,College Stats,crd,1,/players/N/NkemRo00.htm
1,2016,3,92,Brandon Williams,CB,23,,,0,0,0,,,,,,,,,,,,,,,,,,Texas A&M;,,crd,2,/players/W/WillBr07.htm
2,2016,4,128,Evan Boehm,C,,,,0,0,0,,,,,,,,,,,,,,,,,,Missouri,College Stats,crd,3,/players/B/BoehEv00.htm
3,2016,5,167,Marqui Christian,SS,21,,,0,0,0,,,,,,,,,,,,,,,,,,Midwestern St.,,crd,4,/players/C/ChriMa00.htm
4,2016,5,170,Cole Toner,OT,22,,,0,0,0,,,,,,,,,,,,,,,,,,Harvard,,crd,5,/players/T/ToneCo00.htm
5,2016,6,205,Harlan Miller,CB,,,,0,0,0,,,,,,,,,,,,,,,,,,SE Louisiana,,crd,6,/players/M/MillHa00.htm
6,2015,1,24,D.J. Humphries,T,21,,,0,0,0,,,,,,,,,,,,,,,,,,Florida,College Stats,crd,7,/players/H/HumpD.00.htm
7,2015,2,58,Markus Golden,DE,24,2015,2015,0,0,0,,15,6,,,,,,,,,,,,,,4.0,Missouri,College Stats,crd,8,/players/G/GoldMa00.htm
8,2015,3,86,David Johnson,RB,23,2015,2015,0,0,0,,16,5,,,,,,,125,581,8,36,457,4,,,Northern Iowa,,crd,9,/players/J/JohnDa08.htm
9,2015,4,116,Rodney Gunter,DT,23,2015,2015,0,0,1,,16,11,,,,,,,,,,,,,,1.0,Delaware St.,,crd,10,/players/G/GuntRo00.htm
10,2015,5,158,Shaquille Riddick,DE,22,,,0,0,0,,,,,,,,,,,,,,,,,,West Virginia,College Stats,crd,11,/players/R/RiddSh00.htm
11,2015,5,159,JJ Nelson,WR,23,2015,2015,0,0,0,,11,2,,,,,,,1,0,0,11,299,2,,,Ala-Birmingham,,crd,12,/players/N/NelsJJ00.htm
12,2015,7,256,Gerald Christian,TE,24,,,0,0,0,,,,,,,,,,,,,,,,,,Louisville,College Stats,crd,13,/players/C/ChriGe00.htm
13,2014,1,27,Deone Bucannon,DB,22,2014,2015,0,0,1,4,32,25,,,,,,,,,,,,,1,5.0,Washington St.,,crd,14,/players/B/BucaDe00.htm
14,2014,2,52,Troy Niklas,TE,21,2014,2015,0,0,0,0,23,5,,,,,,,,,,7,71,2,,,Notre Dame,College Stats,crd,15,/players/N/NiklTr00.htm
15,2014,3,84,Kareem Martin,DE,22,2014,2015,0,0,0,2,27,4,,,,,,,,,,,,,,2.5,North Carolina,College Stats,crd,16,/players/M/MartKa00.htm
16,2014,3,91,John Brown,WR,24,2014,2015,0,0,1,5,31,16,,,,,,,6,16,0,113,1699,12,,,Pittsburg St.,,crd,17,/players/B/BrowJo02.htm
17,2014,4,120,Logan Thomas,QB,23,2014,2014,0,0,0,0,2,0,,1,9,81,1,0,,,,,,,,,Virginia Tech,College Stats,crd,18,/players/T/ThomLo00.htm
18,2014,5,160,Ed Stinson,DE,24,2014,2015,0,0,0,2,25,4,,,,,,,,,,,,,,1.0,Alabama,College Stats,crd,19,/players/S/StinEd00.htm
19,2014,6,196,Walt Powell,WR,22,2014,2015,0,0,0,0,6,0,,,,,,,,,,,,,,,Murray St.,,crd,20,/players/P/PoweWa00.htm
20,2013,1,7,Jonathan Cooper,G,23,2014,2015,0,0,1,1,24,11,,,,,,,,,,,,,,,North Carolina,College Stats,crd,21,/players/C/CoopJo01.htm
21,2013,2,45,Kevin Minter,LB,22,2013,2015,0,0,1,5,45,21,,,,,,,,,,,,,,1.5,LSU,College Stats,crd,22,/players/M/MintKe00.htm
22,2013,3,69,Tyrann Mathieu,DB,21,2013,2015,1,1,2,6,40,31,,,,,,,,,,,,,8,2.0,LSU,,crd,23,/players/M/MathTy00.htm
23,2013,4,103,Alex Okafor,DE,22,2013,2015,0,0,2,7,27,25,,,,,,,,,,,,,1,10.0,Texas,College Stats,crd,24,/players/O/OkafAl00.htm
24,2013,4,116,Earl Watford,G,23,2014,2015,0,0,0,1,17,2,,,,,,,,,,,,,,,James Madison,,crd,25,/players/W/WatfEa00.htm
25,2013,5,140,Stepfan Taylor,RB,22,2013,2015,0,0,0,3,46,4,,,,,,,116,381,1,20,154,3,,,Stanford,College Stats,crd,26,/players/T/TaylSt00.htm
26,2013,6,174,Ryan Swope,WR,22,,,0,0,0,,,,,,,,,,,,,,,,,,Texas A&M;,College Stats,crd,27,/players/S/SwopRy00.htm
27,2013,6,187,Andre Ellington,RB,24,2013,2015,0,0,1,12,37,16,,,,,,,364,1601,9,100,914,3,,,Clemson,College Stats,crd,28,/players/E/ElliAn00.htm
28,2013,7,219,D.C. Jefferson,TE,24,2013,2013,0,0,0,0,4,0,,,,,,,,,,,,,,,Rutgers,College Stats,crd,29,/players/J/JeffD.00.htm
29,2012,1,13,Michael Floyd,WR,22,2012,2015,0,0,2,16,63,39,,,,,,,1,2,0,209,3293,19,,,Notre Dame,College Stats,crd,30,/players/F/FloyMi00.htm
30,2012,3,80,Jamell Fleming,DB,23,2012,2015,0,0,0,4,46,7,,,,,,,,,,,,,,,Oklahoma,College Stats,crd,31,/players/F/FlemJa00.htm
31,2012,4,112,Bobby Massie,T,23,2012,2015,0,0,3,12,54,46,,,,,,,,,,,,,,,Mississippi,College Stats,crd,32,/players/M/MassBo00.htm
32,2012,5,151,Senio Kelemete,G,22,2012,2015,0,0,0,1,27,5,,,,,,,,,,1,10,0,,,Washington,College Stats,crd,33,/players/K/KeleSe00.htm
33,2012,6,177,Justin Bethel,DB,22,2012,2015,0,3,0,6,64,4,,,,,,,,,,,,,2,,Presbyterian,,crd,34,/players/B/BethJu00.htm
34,2012,6,185,Ryan Lindley,QB,23,2012,2015,0,0,0,-3,10,6,1-5-0,140,274,1372,3,11,4,7,0,,,,,,San Diego St.,College Stats,crd,35,/players/L/LindRy00.htm
35,2012,7,221,Nate Potter,T,24,2012,2013,0,0,0,3,21,6,,,,,,,,,,,,,,,Boise St.,College Stats,crd,36,/players/P/PottNa00.htm
36,2011,1,5,Patrick Peterson,DB,21,2011,2015,3,5,5,53,80,80,,1,1,17,0,0,7,34,0,10,64,0,17,2.0,LSU,College Stats,crd,37,/players/P/PetePa00.htm
37,2011,2,38,Ryan Williams,RB,21,2012,2012,0,0,0,1,5,3,,,,,,,58,164,0,7,44,0,,,Virginia Tech,College Stats,crd,38,/players/W/WillRy00.htm
38,2011,3,69,Rob Housler,TE,23,2011,2015,0,0,2,9,65,28,,,,,,,1,1,0,109,1166,1,,,Florida Atlantic,College Stats,crd,39,/players/H/HousRo01.htm
39,2011,4,103,Sam Acho,DE,23,2011,2015,0,0,2,19,66,39,,,,,,,,,,,,,3,13.0,Texas,,crd,40,/players/A/AchoSa00.htm
40,2011,5,136,Anthony Sherman,RB,22,2011,2015,0,0,1,4,76,27,,,,,,,6,14,0,45,371,2,,,Connecticut,College Stats,crd,41,/players/S/SherAn00.htm
41,2011,6,171,Quan Sturdivant,LB,22,2012,2012,0,0,0,0,,,,,,,,,,,,,,,,,North Carolina,College Stats,crd,42,/players/S/SturQu00.htm
42,2011,6,184,David Carter,DT,23,2011,2013,0,0,0,5,35,4,,,,,,,,,,,,,,1.0,UCLA,College Stats,crd,43,/players/C/CartDa01.htm
43,2011,7,249,DeMarco Sampson,WR,25,2011,2011,0,0,0,0,12,0,,,,,,,,,,3,36,0,,,San Diego St.,College Stats,crd,44,/players/S/SampDe00.htm
44,2010,1,26,Dan Williams,DT,23,2010,2015,0,0,5,22,86,55,,,,,,,,,,,,,1,2.5,Tennessee,College Stats,crd,45,/players/W/WillDa99.htm
45,2010,2,47,Daryl Washington,LB,23,2010,2013,0,1,4,36,59,53,,,,,,,,,,,,,6,18.0,TCU,College Stats,crd,46,/players/W/WashDa99.htm
46,2010,3,88,Andre Roberts,WR,22,2010,2015,0,0,2,16,87,39,,,,,,,9,77,0,229,2711,13,,,Citadel,,crd,47,/players/R/RobeAn00.htm
47,2010,4,130,O'Brien Schofield,DE,23,2010,2015,0,0,2,12,82,22,,,,,,,,,,,,,,15.5,Wisconsin,College Stats,crd,48,/players/S/SchoOB99.htm
48,2010,5,155,John Skelton,QB,22,2010,2012,0,0,0,4,20,17,8-9-0,320,602,3707,15,25,42,182,0,,,,,,Fordham,,crd,49,/players/S/SkelJo00.htm
49,2010,6,201,Jorrick Calvin,DB,23,2010,2010,0,0,0,1,12,0,,,,,,,,,,,,,,,Troy,College Stats,crd,50,/players/C/CalvJo99.htm
50,2010,7,233,Jim Dray,TE,23,2010,2015,0,0,3,4,87,36,,,,,,,,,,56,605,3,,,Stanford,College Stats,crd,51,/players/D/DrayJi00.htm
51,2009,1,31,Beanie Wells,RB,21,2009,2012,0,0,1,14,51,23,,,,,,,625,2471,24,28,293,0,,,Ohio St.,College Stats,crd,52,/players/W/WellCh00.htm
52,2009,2,63,Cody Brown,LB,22,,,0,0,0,,,,,,,,,,,,,,,,,,Connecticut,,crd,53,/players/B/BrowCo96.htm
53,2009,3,95,Rashad Johnson,DB,23,2009,2015,0,0,3,17,100,51,,,,,,,2,64,0,,,,15,1.0,Alabama,College Stats,crd,54,/players/J/JohnRa98.htm
54,2009,4,131,Greg Toler,DB,24,2009,2015,0,0,3,16,72,47,,,,,,,,,,,,,8,2.0,St. Paul's,,crd,55,/players/T/ToleGr99.htm
55,2009,5,167,Herman Johnson,T,24,,,0,0,0,,,,,,,,,,,,,,,,,,LSU,,crd,56,/players/J/JohnHe23.htm
56,2009,6,204,Will Davis,DE,23,2009,2010,0,0,0,3,21,3,,,,,,,,,,,,,,3.0,Illinois,College Stats,crd,57,/players/D/DaviWi99.htm
57,2009,7,240,LaRod Stephens-Howling,RB,22,2009,2013,0,0,0,9,58,10,,,,,,,189,671,5,58,545,3,,,Pittsburgh,College Stats,crd,58,/players/S/StepLa00.htm
58,2009,7,254,Trevor Canfield,G,23,,,0,0,0,,,,,,,,,,,,,,,,,,Cincinnati,,crd,59,/players/C/CanfTr20.htm
59,2008,1,16,Dominique Rodgers-Cromartie,DB,22,2008,2015,0,2,7,35,123,105,,,,,,,,,,,,,24,1.0,Tennessee St.,,crd,60,/players/R/RodgDo99.htm
60,2008,2,50,Calais Campbell,DE,22,2008,2015,0,2,7,49,122,104,,,,,,,,,,,,,2,48.5,Miami (FL),College Stats,crd,61,/players/C/CampCa99.htm
61,2008,3,81,Early Doucet,WR,22,2008,2012,0,0,0,10,54,14,,,,,,,4,14,0,139,1491,7,,,LSU,College Stats,crd,62,/players/D/DoucEa00.htm
62,2008,4,116,Kenny Iwebema,DE,23,2008,2010,0,0,0,2,31,0,,,,,,,,,,,,,,2.0,Iowa,College Stats,crd,63,/players/I/IwebKe99.htm
63,2008,5,149,Tim Hightower,RB,22,2008,2015,0,0,2,19,61,44,,,,,,,619,2429,28,140,1008,1,,,Richmond,,crd,64,/players/H/HighTi00.htm
64,2008,6,185,Chris Harrington,DE,23,2008,2009,0,0,0,0,6,0,,,,,,,,,,,,,,,Texas A&M;,College Stats,crd,65,/players/H/HarrCh97.htm
65,2008,7,225,Brandon Keith,T,23,2009,2011,0,0,2,8,26,20,,,,,,,,,,,,,,,Northern Iowa,,crd,66,/players/K/KeitBr20.htm
66,2007,1,5,Levi Brown,T,23,2007,2013,0,0,5,33,82,79,,,,,,,,,,1,4,0,,,Penn St.,College Stats,crd,67,/players/B/BrowLe20.htm
67,2007,2,33,Alan Branch,DT,22,2007,2015,0,0,4,28,118,64,,,,,,,,,,,,,,9.0,Michigan,College Stats,crd,68,/players/B/BranAl99.htm
68,2007,3,69,Buster Davis,LB,23,2007,2008,0,0,0,2,7,3,,,,,,,,,,,,,,,Florida St.,College Stats,crd,69,/players/D/DaviBu99.htm
69,2007,5,142,Steve Breaston,WR,24,2007,2012,0,0,3,26,86,43,,1,2,17,0,0,10,120,0,255,3387,9,,,Michigan,College Stats,crd,70,/players/B/BreaSt00.htm
70,2007,7,215,Ben Patrick,TE,23,2007,2010,0,0,0,4,42,20,,,,,,,,,,45,446,4,,,Delaware,College Stats,crd,71,/players/P/PatrBe00.htm
71,2006,1,10,Matt Leinart,QB,23,2006,2012,0,0,1,12,33,18,8-10-0,366,641,4065,15,21,47,89,2,,,,,,USC,College Stats,crd,72,/players/L/LeinMa00.htm
72,2006,2,41,Deuce Lutui,G,23,2006,2012,0,0,6,35,101,80,,,,,,,,,,,,,,,USC,,crd,73,/players/L/LutuDe20.htm
73,2006,3,72,Leonard Pope,TE,22,2006,2012,0,0,3,6,103,51,,,,,,,,,,105,982,11,,,Georgia,College Stats,crd,74,/players/P/PopeLe00.htm
74,2006,4,107,Gabe Watson,DT,22,2006,2010,0,0,1,12,62,21,,,,,,,,,,,,,,2.0,Michigan,,crd,75,/players/W/WatsGa20.htm
75,2006,5,142,Brandon Johnson,LB,23,2006,2012,0,0,1,13,87,16,,,,,,,,,,,,,3,3.5,Louisville,College Stats,crd,76,/players/J/JohnBr20.htm
76,2006,6,177,Jonathan Lewis,DT,22,2006,2006,0,0,0,0,4,0,,,,,,,,,,,,,,,Virginia Tech,,crd,77,/players/L/LewiJo22.htm
77,2006,7,218,Todd Watkins,WR,23,2008,2009,0,0,0,1,21,1,,,,,,,,,,8,90,0,,,BYU,College Stats,crd,78,/players/W/WatkTo20.htm
78,2005,1,8,Antrel Rolle,DB,22,2005,2015,0,3,8,52,155,146,,,,,,,1,9,0,1,9,0,26,4.0,Miami (FL),College Stats,crd,79,/players/R/RollAn20.htm
79,2005,2,44,J.J. Arrington,RB,22,2005,2008,0,0,0,11,58,8,,0,1,0,0,0,183,654,3,91,693,2,,,California,College Stats,crd,80,/players/A/ArriJ.00.htm
80,2005,3,75,Eric Green,DB,23,2005,2008,0,0,3,11,51,33,,,,,,,,,,,,,2,,Virginia Tech,College Stats,crd,81,/players/G/GreeEr20.htm
81,2005,3,95,Darryl Blackstock,LB,22,2005,2011,0,0,0,6,74,7,,,,,,,,,,,,,,4.0,Virginia,College Stats,crd,82,/players/B/BlacDa20.htm
82,2005,4,111,Elton Brown,G,23,2005,2008,0,0,1,8,34,14,,,,,,,,,,,,,,,Virginia,College Stats,crd,83,/players/B/BrowEl20.htm
83,2005,5,168,Lance Mitchell,LB,23,2005,2005,0,0,0,1,12,0,,,,,,,,,,,,,,,Oklahoma,College Stats,crd,84,/players/M/MitcLa20.htm
84,2005,7,226,LeRon McCoy,WR,23,2005,2005,0,0,0,1,10,4,,,,,,,,,,18,191,1,,,Indiana (PA),,crd,85,/players/M/McCoLe00.htm
85,2004,1,3,Larry Fitzgerald,WR,21,2004,2015,1,9,12,71,186,184,,0,1,0,0,0,18,63,0,1018,13366,98,,,Pittsburgh,College Stats,crd,86,/players/F/FitzLa00.htm
86,2004,2,33,Karlos Dansby,LB,22,2004,2015,0,0,12,73,180,171,,,,,,,,,,,,,19,41.0,Auburn,College Stats,crd,87,/players/D/DansKa20.htm
87,2004,3,64,Darnell Dockett,DT,23,2004,2013,0,3,10,72,158,156,,,,,,,,,,,,,4,40.5,Florida St.,College Stats,crd,88,/players/D/DockDa20.htm
88,2004,4,100,Alex Stepanovich,C,22,2004,2008,0,0,1,14,46,34,,,,,,,,,,,,,,,Ohio St.,,crd,89,/players/S/StepAl20.htm
89,2004,5,135,Antonio Smith,DE,22,2004,2015,0,1,9,55,173,133,,,,,,,,,,,,,,47.0,Oklahoma St.,,crd,90,/players/S/SmitAn22.htm
90,2004,6,167,Nick Leckey,C,22,2004,2009,0,0,3,14,65,32,,,,,,,,,,,,,,,Kansas St.,College Stats,crd,91,/players/L/LeckNi20.htm
91,2004,7,202,John Navarre,QB,23,2004,2005,0,0,0,0,2,1,0-1-0,32,64,342,2,5,,,,,,,,,Michigan,College Stats,crd,92,/players/N/NavaJo00.htm
92,2003,1,17,Bryant Johnson,WR,22,2003,2011,0,0,4,25,139,74,,,,,,,5,-8,0,314,3938,16,,,Penn St.,College Stats,crd,93,/players/J/JohnBr02.htm
93,2003,1,18,Calvin Pace,DE,22,2003,2015,0,0,10,68,187,154,,,,,,,,,,,,,3,60.0,Wake Forest,,crd,94,/players/P/PaceCa20.htm
94,2003,2,54,Anquan Boldin,WR,22,2003,2015,0,3,12,82,186,182,,1,4,-6,0,1,42,229,1,1009,13195,74,,,Florida St.,College Stats,crd,95,/players/B/BoldAn00.htm
95,2003,3,70,Gerald Hayes,LB,22,2003,2010,0,0,4,29,94,64,,,,,,,,,,,,,4,5.5,Pittsburgh,College Stats,crd,96,/players/H/HayeGe20.htm
96,2003,5,141,Kenny King,DE,22,2003,2003,0,0,0,1,11,1,,,,,,,,,,,,,,2.0,Alabama,College Stats,crd,97,/players/K/KingKe20.htm
97,2003,6,177,Reggie Wells,G,22,2003,2012,0,0,6,40,120,93,,,,,,,,,,,,,,,Clarion,,crd,98,/players/W/WellRe20.htm
98,2003,6,210,Tony Gilbert,LB,23,2003,2009,0,0,0,6,68,0,,,,,,,,,,,,,,1.0,Georgia,College Stats,crd,99,/players/G/GilbTo20.htm
99,2002,1,12,Wendell Bryant,DT,21,2002,2004,0,0,0,4,29,9,,,,,,,,,,,,,,1.5,Wisconsin,,crd,100,/players/B/BryaWe20.htm
100,2002,2,49,Levar Fisher,LB,23,2002,2003,0,0,1,6,23,15,,,,,,,,,,,,,,1.0,North Carolina St.,College Stats,crd,101,/players/F/FishLe20.htm
101,2002,3,81,Josh McCown,QB,23,2002,2015,0,0,4,27,77,57,18-39-0,1164,1956,13142,73,63,197,931,8,3,10,0,,,Sam Houston St.,College Stats,crd,102,/players/M/McCoJo01.htm
102,2002,3,98,Dennis Johnson,DE,22,2002,2004,0,0,1,5,29,10,,,,,,,,,,,,,,3.0,Kentucky,,crd,103,/players/J/JohnDe22.htm
103,2002,4,113,Nate Dwyer,DT,,,,0,0,0,,,,,,,,,,,,,,,,,,Kansas,,crd,104,
104,2002,5,149,Jason McAddley,WR,23,2002,2005,0,0,1,4,34,11,,,,,,,,,,38,578,1,,,Alabama,College Stats,crd,105,/players/M/McAdJa00.htm
105,2002,6,185,Josh Scobey,RB,22,2003,2007,0,0,0,3,62,0,,,,,,,27,89,0,19,200,0,,,Kansas St.,College Stats,crd,106,/players/S/ScobJo00.htm
106,2002,7,223,Mike Banks,TE,22,2002,2003,0,0,0,0,18,0,,,,,,,,,,,,,,,Iowa St.,College Stats,crd,107,/players/B/BankMi20.htm
107,2001,1,2,Leonard Davis,T,23,2001,2012,0,3,10,67,171,155,,,,,,,,,,,,,,,Texas,College Stats,crd,108,/players/D/DaviLe21.htm
108,2001,2,34,Kyle Vanden Bosch,DE,22,2001,2012,0,3,9,59,152,137,,,,,,,,,,,,,,58.0,Nebraska,,crd,109,/players/V/VandKy99.htm
109,2001,2,54,Michael Stone,DB,23,2001,2006,0,0,0,4,52,3,,,,,,,,,,,,,,,Memphis,College Stats,crd,110,/players/S/StonMi20.htm
110,2001,3,64,Adrian Wilson,DB,21,2001,2012,1,5,11,64,181,162,,,,,,,,,,,,,27,25.5,North Carolina St.,College Stats,crd,111,/players/W/WilsAd99.htm
111,2001,4,98,Bill Gramatica,K,23,2001,2004,0,0,0,7,34,0,,,,,,,,,,,,,,,South Florida,,crd,112,/players/G/gramabil01.htm
112,2001,4,123,Marcus Bell,DT,22,2001,2006,0,0,1,13,86,21,,,,,,,,,,,,,,6.5,Memphis,College Stats,crd,113,/players/B/BellMa20.htm
113,2001,5,133,Mario Fatafehi,DT,22,2001,2004,0,0,1,14,45,26,,,,,,,,,,,,,,5.0,Kansas St.,,crd,114,/players/F/FataMa20.htm
114,2001,6,166,Bobby Newcombe,WR,,,,0,0,0,,,,,,,,,,,,,,,,,,Nebraska,College Stats,crd,115,
115,2001,7,202,Renaldo Hill,DB,22,2001,2010,0,0,7,37,141,114,,,,,,,,,,,,,19,6.5,Michigan St.,College Stats,crd,116,/players/H/HillRe20.htm
116,2001,7,246,Tevita Ofahengaue,TE,,,,0,0,0,,,,,,,,,,,,,,,,,,BYU,College Stats,crd,117,
117,2000,1,7,Thomas Jones,RB,22,2000,2011,0,1,9,62,180,125,,1,1,-4,0,0,2678,10591,68,308,2023,3,,,Virginia,College Stats,crd,118,/players/J/JoneTh00.htm
118,2000,2,41,Raynoch Thompson,LB,22,2000,2004,0,0,3,19,64,54,,,,,,,,,,,,,,7.5,Tennessee,,crd,119,/players/T/ThomRa23.htm
119,2000,3,71,Darwin Walker,DT,23,2000,2008,0,0,5,39,109,84,,,,,,,,,,,,,1,28.5,Tennessee,,crd,120,/players/W/WalkDa21.htm
120,2000,4,102,David Barrett,DB,22,2000,2008,0,0,4,30,131,76,,,,,,,,,,,,,18,0.5,Arkansas,,crd,121,/players/B/BarrDa22.htm
121,2000,5,136,Mao Tosi,DT,23,2000,2001,0,0,0,4,26,11,,,,,,,,,,,,,,1.0,Idaho,,crd,122,/players/T/TosiMa20.htm
122,2000,5,164,Jay Tant,TE,22,2000,2000,0,0,0,0,5,0,,,,,,,,,,1,4,0,,,Northwestern,College Stats,crd,123,/players/T/TantJa00.htm
123,2000,6,176,Jabari Issa,DE,22,2000,2001,0,0,0,3,23,5,,,,,,,,,,,,,,1.0,Washington,,crd,124,/players/I/IssaJa20.htm
124,2000,7,215,Sekou Sanyika,LB,22,2000,2001,0,0,0,3,32,1,,,,,,,,,,,,,,1.0,California,,crd,125,/players/S/SanySe20.htm
0,2016,1,17,Keanu Neal,SS,21,,,0,0,0,,,,,,,,,,,,,,,,,,Florida,College Stats,atl,1,/players/N/NealKe01.htm
1,2016,2,52,Deion Jones,OLB,21,,,0,0,0,,,,,,,,,,,,,,,,,,LSU,College Stats,atl,2,/players/J/JoneDe01.htm
2,2016,3,81,Austin Hooper,TE,21,,,0,0,0,,,,,,,,,,,,,,,,,,Stanford,College Stats,atl,3,/players/H/HoopAu00.htm
3,2016,4,115,De'Vondre Campbell,OLB,23,,,0,0,0,,,,,,,,,,,,,,,,,,Minnesota,College Stats,atl,4,/players/C/CampDe00.htm
4,2016,6,195,Wes Schweitzer,OG,22,,,0,0,0,,,,,,,,,,,,,,,,,,San Jose St.,College Stats,atl,5,/players/S/SchwWe00.htm
5,2016,7,238,Devin Fuller,WR,22,,,0,0,0,,,,,,,,,,,,,,,,,,UCLA,,atl,6,/players/F/FullDe00.htm
6,2015,1,8,Vic Beasley,OLB,23,2015,2015,0,0,1,,16,16,,,,,,,,,,,,,1,4.0,Clemson,College Stats,atl,7,/players/B/BeasVi00.htm
7,2015,2,42,Jalen Collins,CB,22,2015,2015,0,0,0,,16,2,,,,,,,,,,,,,,,LSU,College Stats,atl,8,/players/C/CollJa02.htm
8,2015,3,73,Tevin Coleman,RB,22,2015,2015,0,0,0,,12,3,,,,,,,87,392,1,2,14,0,,,Indiana,College Stats,atl,9,/players/C/ColeTe01.htm
9,2015,4,107,Justin Hardy,WR,23,2015,2015,0,0,0,,9,1,,,,,,,,,,21,194,0,,,East Carolina,College Stats,atl,10,/players/H/HardJu00.htm
10,2015,5,137,Grady Jarrett,NT,22,2015,2015,0,0,0,,15,2,,,,,,,,,,,,,,1.0,Clemson,College Stats,atl,11,/players/J/JarrGr00.htm
11,2015,7,225,Jake Rodgers,T,,,,0,0,0,,,,,,,,,,,,,,,,,,East. Washington,,atl,12,/players/R/RodgJa02.htm
12,2015,7,249,Akeem King,DB,22,2015,2015,0,0,0,,5,0,,,,,,,,,,,,,,,San Jose St.,,atl,13,/players/K/KingAk00.htm
13,2014,1,6,Jake Matthews,T,22,2014,2015,0,0,2,8,31,31,,,,,,,,,,,,,,,Texas A&M;,College Stats,atl,14,/players/M/MattJa00.htm
14,2014,2,37,Ra'Shede Hageman,DT,24,2014,2015,0,0,1,1,32,11,,,,,,,,,,,,,,2.0,Minnesota,College Stats,atl,15,/players/H/HageRa00.htm
15,2014,3,68,Dezmen Southward,DB,23,2014,2015,0,0,0,1,19,0,,,,,,,,,,,,,1,1.0,Wisconsin,College Stats,atl,16,/players/S/SoutDe00.htm
16,2014,4,103,Devonta Freeman,RB,22,2014,2015,0,1,1,4,31,13,,,,,,,330,1304,12,103,803,4,,,Florida St.,College Stats,atl,17,/players/F/FreeDe00.htm
17,2014,4,139,Prince Shembo,LB,22,2014,2014,0,0,0,2,16,3,,,,,,,,,,,,,,,Notre Dame,College Stats,atl,18,/players/S/ShemPr00.htm
18,2014,5,147,Ricardo Allen,DB,22,2015,2015,0,0,1,,15,14,,,,,,,,,,,,,3,1.0,Purdue,College Stats,atl,19,/players/A/AlleRi00.htm
19,2014,5,168,Marquis Spruill,LB,23,,,0,0,0,,,,,,,,,,,,,,,,,,Syracuse,,atl,20,/players/S/SpruMa00.htm
20,2014,7,253,Yawin Smallwood,LB,22,,,0,0,0,,,,,,,,,,,,,,,,,,Connecticut,College Stats,atl,21,/players/S/SmalYa00.htm
21,2014,7,255,Tyler Starr,LB,23,2015,2015,0,0,0,,1,0,,,,,,,,,,,,,,,South Dakota,,atl,22,/players/S/StarTy00.htm
22,2013,1,22,Desmond Trufant,DB,22,2013,2015,0,1,3,10,48,48,,,,,,,,,,,,,6,1.0,Washington,College Stats,atl,23,/players/T/TrufDe00.htm
23,2013,2,60,Robert Alford,DB,24,2013,2015,0,0,2,6,41,29,,,,,,,,,,,,,7,,SE Louisiana,,atl,24,/players/A/AlfoRo00.htm
24,2013,4,127,Malliciah Goodman,DE,23,2013,2015,0,0,1,5,34,11,,,,,,,,,,,,,,,Clemson,College Stats,atl,25,/players/G/GoodMa01.htm
25,2013,4,133,Levine Toilolo,TE,22,2013,2015,0,0,2,2,48,34,,,,,,,,,,49,337,4,,,Stanford,College Stats,atl,26,/players/T/ToilLe00.htm
26,2013,5,153,Stansly Maponga,DE,22,2013,2015,0,0,0,2,26,0,,,,,,,,,,,,,,1.0,TCU,College Stats,atl,27,/players/M/MapoSt00.htm
27,2013,7,243,Kemal Ishmael,DB,22,2013,2015,0,0,1,5,36,15,,,,,,,,,,,,,5,,Central Florida,College Stats,atl,28,/players/I/IshmKe00.htm
28,2013,7,244,Zeke Motta,DB,23,2013,2013,0,0,0,1,10,1,,,,,,,,,,,,,,,Notre Dame,College Stats,atl,29,/players/M/MottZe00.htm
29,2013,7,249,Sean Renfree,QB,23,2015,2015,0,0,0,,2,0,,3,7,11,0,1,1,-4,0,,,,,,Duke,College Stats,atl,30,/players/R/RenfSe00.htm
30,2012,2,55,Peter Konz,C,23,2012,2014,0,0,2,16,39,28,,,,,,,,,,,,,,,Wisconsin,,atl,31,/players/K/KonzPe00.htm
31,2012,3,91,Lamar Holmes,T,23,2012,2014,0,0,1,10,21,19,,,,,,,,,,,,,,,Southern Miss,College Stats,atl,32,/players/H/HolmLa00.htm
32,2012,5,157,Bradie Ewing,RB,22,2012,2013,0,0,0,0,2,2,,,,,,,,,,2,29,0,,,Wisconsin,College Stats,atl,33,/players/E/EwinBr00.htm
33,2012,5,164,Jonathan Massaquoi,DE,24,2012,2014,0,0,0,6,39,7,,,,,,,,,,,,,,6.0,Troy,College Stats,atl,34,/players/M/MassJo00.htm
34,2012,6,192,Charles Mitchell,DB,22,2012,2012,0,0,0,1,10,0,,,,,,,,,,,,,,,Mississippi St.,College Stats,atl,35,/players/M/MitcCh01.htm
35,2012,7,249,Travian Robertson,DT,23,2012,2014,0,0,0,1,14,0,,,,,,,,,,,,,,,South Carolina,College Stats,atl,36,/players/R/RobeTr00.htm
